,iFoodAtHome,iFoodAway,iHousing,iUtilites,iClothingAndBeauty,iTransportation,iHealthcare,iEntertainment,iMiscellaneous,iCharitableAndFamilyGiving,iInsurance,iEducation,iHousingPrinciple,ExpInc
0,0.14294126771419344,0.06482171469874277,0.2780568677180313,0.11185567669738034,0.024535217303700674,0.12403373492434588,0.14187705686132157,0.050383707579483995,0.03231850847370895,0.05091421389118984,0.004134511134635865,0.002124823697601008,0.02799770047301814,1.0
1,0.1370801782911467,0.0662463548869863,0.26307029035175594,0.11793821457396285,0.026841010208344316,0.1411631104423616,0.14160924388493001,0.05144324168670888,0.018725842888024563,0.04715873833462442,0.00886467150383472,0.0019836715160019953,0.022124974144539122,1.0
2,0.12460258496264572,0.06704194642151078,0.23940126274582785,0.10262679194517398,0.026122030596738254,0.15094447622818896,0.17164043945128177,0.058019439910083154,0.01377783739879878,0.05866140957987826,0.0049637435373732315,0.0028088741519292993,0.02061083692943001,1.0
3,0.12619605505773457,0.06805373134801967,0.2500283602387602,0.10266485760515831,0.024812366280482633,0.16003795115586814,0.16014689678168803,0.05082789420533554,0.01935477217539294,0.05381014849659003,0.008330902770524286,0.0031766111722681552,0.027440018425561184,1.0
4,0.11786167505399406,0.0646724300145746,0.25857113769664336,0.09500630370965155,0.028916630624676254,0.17591854219073103,0.15204487928729243,0.05553768138390213,0.0173261240160077,0.05497280649059178,0.008350404443988909,0.0035126577478635642,0.032690813038360474,0.8997777129871445
5,0.1128384219582547,0.06594251086857132,0.24973316930033831,0.0852704881921181,0.026608673244611435,0.17470698497934345,0.14744578183057497,0.05430835986400778,0.018758780060016123,0.08144321327337262,0.009293563644524983,0.002029284877099941,0.028379232092833804,0.7808439730283286
6,0.10240292100820855,0.06589838829542562,0.27501813892102583,0.08135223547070591,0.0350007813124729,0.17042827661542775,0.14855666276132704,0.05452662368103083,0.013424819032625115,0.07182462506171634,0.006908379557931202,0.0015121881077638985,0.026854039825660946,0.7292714874285975
7,0.10389315733003472,0.06458907269681143,0.27925561254631687,0.08422337637852423,0.026631941740241177,0.21194222340780122,0.1316100277685659,0.04793181876926648,0.01841878484269125,0.05880306787156484,0.008853437147708598,0.004122458750493937,0.04027514818940064,0.6647732932713986
8,0.08949594510240708,0.05802836345715939,0.24111715384292826,0.07202525260104006,0.03018772983093923,0.22332011736041993,0.11669847597220565,0.07931378850301513,0.018007960998037587,0.08336637209693047,0.0057681684333231,0.012906084036309868,0.030235271992351737,0.6554546634496239
9,0.09093476335303008,0.060258559026073286,0.27950130382668004,0.08291261502211164,0.030610797216920723,0.23178701934540022,0.10784580536786037,0.05388871566868453,0.011776651307009375,0.08965453717659218,0.010556033259717743,0.008911415307367564,0.05863848559748923,0.5568776085228884
10,0.09657096191079179,0.05687523513272955,0.34822449173097453,0.07823320884680204,0.03312589656300945,0.15178499004413615,0.10675096270603746,0.07055370508009041,0.03591488424587772,0.059967884310109104,0.012534662005303676,0.005761004211743331,0.05629788678760518,0.4772629932321943
11,0.07783373694661194,0.058809893551348545,0.32019362577823296,0.06481470266134158,0.05055433826496133,0.20838328030253034,0.07436087370927981,0.062020143630080286,0.022986012899474814,0.07815023018069456,0.010247447379214654,0.006866785898957733,0.035221071202728584,0.4314241095413018
12,0.08523737682359497,0.05143221692956354,0.2939891490709205,0.05091804497822303,0.03711514762623176,0.26336805346275566,0.08354065574773768,0.06213227896401538,0.0283987971436334,0.03871904884216266,0.00854239438147757,0.013229936398459617,0.016623100368775807,0.3973802594204962
13,0.0673545250460088,0.07415839424615071,0.3150211474501684,0.04202303604143801,0.04096916476649107,0.19608087486228484,0.06580814692939232,0.06889766127978124,0.05960817566544185,0.07207645708369557,0.012333872955539005,0.021632176491214242,0.03596369765526285,0.39760802072689155
