iTotalExp,iFoodAtHome,iFoodAway,iHousing,otherHousing,iUtilites,iClothingAndBeauty,iTransportation,iHealthcare,iEntertainment,iMiscellaneous,iCharitableAndFamilyGiving,iInsurance,iEducation,iHousingPrinciple,ExpInc
1.0,0.15719844643233985,0.07208997999129693,0.3085377623033102,0.0884467412939101,0.09798661443422918,0.029561143842205116,0.10238004596608104,0.08296306846893363,0.03859255190297377,0.009678640644006895,0.01256500472071338,0.0,0.0,0.051633555343884203,1.0
1.0,0.1509922106824926,0.06313492756152907,0.3258492974341072,0.07299103246639903,0.10571925728748474,0.02527164426601501,0.0891396840635364,0.0917061223599232,0.04750992756152907,0.009982654040844825,0.017702696805725258,0.0,0.0,0.03309969017280503,1.0
1.0,0.139830627931805,0.057070632164676685,0.3134069673231295,0.0951864976296327,0.09511417926211567,0.019212171058679613,0.09508394446439669,0.1090871501701116,0.04723002266384094,0.009483512025073637,0.019293886728190397,0.0,0.0,0.05303632956092945,1.0
1.0,0.12205516250534988,0.06089013600714509,0.30506582921972386,0.09133382783804649,0.09059275885463901,0.021262899898576073,0.10372523061213537,0.13312303121297236,0.04101682646325,0.007821477376409373,0.023112820011752515,0.0,0.0,0.04486770164026021,0.8420576296925919
1.0,0.10899516278219676,0.04837310422926214,0.31461304109967975,0.10236884125355197,0.09009457088061569,0.023717124640172494,0.1152741604642346,0.11677583441080908,0.04903934855013134,0.007136038569309785,0.023612773120036356,0.0,0.0,0.07795182047092791,0.724168946193479
1.0,0.10810642370218744,0.058193118452330744,0.32020709538995484,0.13648283758421112,0.0895284463128644,0.023383139336259844,0.1051069139956631,0.08367036840623172,0.05748069201421993,0.004184790610379641,0.013656460081105689,0.0,0.0,0.07935092576842423,0.5901619125679557
1.0,0.08603061723033495,0.07623608924596928,0.32252076434504096,0.129719342055263,0.0851536290103686,0.0302079148797568,0.1073334780956517,0.08919059768742196,0.051032788665110476,0.003570381629661799,0.019004125726073504,0.0,0.0,0.09163047608707453,0.3592745933708269
