NEWID,INCLASS,FINCBTXM,iTotalExp,iFoodAtHome,iFoodAway,iHousing,otherHousing,iUtilites,iClothingAndBeauty,iTransportation,iHealthcare,iEntertainment,iMiscellaneous,iCharitableAndFamilyGiving,iInsurance,iEducation,iHousingPrinciple
2905914,7,80809.2,45236.00000000002,3428.0000000000036,7280.000000000004,12768.0,7160.0,6052.0,1303.9999999999998,3960.0,664.0,1420.0,0.0,1200.0,0.0,0.0,8148.0
2906194,3,27503.0,34682.79999999999,5019.999999999995,1299.999999999996,19332.0,660.0,1800.0,2420.0,624.0,2842.7999999999997,144.0,240.0,300.0,0.0,0.0,0.0
2906584,5,46236.0,24283.999999999993,4419.999999999995,2079.999999999996,10200.0,1236.0,1480.0,528.0,680.0,3000.0,660.0,0.0,0.0,0.0,0.0,0.0
2908074,6,55000.0,29811.999999999996,3120.0,519.9999999999995,18240.0,248.0,2392.0,1600.0,2348.0,0.0,1344.0,0.0,0.0,0.0,0.0,0.0
2923014,3,20459.0,15939.999999999998,3879.9999999999964,519.9999999999995,6000.0,120.0,3900.0,0.0,0.0,0.0,920.0,0.0,600.0,0.0,0.0,0.0
2925104,3,27884.0,18434.799999999996,2199.999999999996,416.0000000000004,2868.0,3644.0,4600.0,364.0,1352.0000000000002,1918.8000000000002,352.0,600.0,120.0,0.0,0.0,2372.0
2926784,3,24859.0,38876.000000000015,3380.0000000000036,1560.0,9984.0,5532.0,4388.0,920.0,5068.0,2460.0,1984.0,0.0,3600.0,0.0,0.0,3636.0
2930594,2,12899.0,14276.0,2592.0,1332.0,3600.0,3200.0,1080.0,0.0,120.0,0.0,2352.0,0.0,0.0,0.0,0.0,0.0
2930674,1,3410.0,19990.799999999996,2931.999999999999,1652.0000000000005,6888.0,900.0,4440.0,0.0,600.0,1258.8000000000002,1320.0,0.0,0.0,0.0,0.0,764.0
2931754,2,17579.0,23346.8,4280.000000000005,1299.999999999996,9060.0,800.0,980.0,388.0,120.0,5218.800000000001,784.0,396.0,20.0,0.0,0.0,0.0
2932904,7,105297.4,67220.00000000003,5480.000000000005,2840.0000000000036,31572.0,14127.999999999996,3376.0,2960.0,1516.0,3496.0,1692.0,0.0,160.0,0.0,0.0,9084.0
2951624,5,42804.8,37830.8,2600.000000000004,2600.000000000004,18648.0,5499.999999999995,2740.0,140.00000000000037,2076.0,1858.8000000000002,1668.0,0.0,0.0,0.0,0.0,11280.0
2951784,3,22495.0,18064.000000000015,2704.000000000005,416.0000000000004,9900.0,595.9999999999999,832.0,796.0000000000002,1376.0,12.0,960.0,432.0,40.0,0.0,0.0,0.0
2954404,4,35000.0,17851.999999999996,519.9999999999995,780.0,9600.0,0.0,2736.0,0.0,216.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
2967283,3,26409.8,18240.000000000007,3436.000000000005,632.0000000000005,6300.0,440.0,1208.0,0.0,720.0,4304.0,1200.0,0.0,0.0,0.0,0.0,0.0
2967743,2,18059.0,8966.8,1560.0,519.9999999999995,3780.0,0.0,480.0,0.0,360.0,1258.8000000000002,1008.0,0.0,0.0,0.0,0.0,0.0
2969953,1,9728.0,16946.8,2568.0,260.0000000000004,8892.0,468.0,1604.0,0.0,0.0,2782.7999999999997,372.0,0.0,0.0,0.0,0.0,0.0
2972265,6,55659.0,21448.0,3063.999999999996,1020.0,5856.0,104.0,720.0,80.00000000000003,1944.0,1680.0,5720.0,60.0,1200.0,0.0,0.0,0.0
2975933,2,13185.4,23791.99999999999,2112.0,2199.999999999996,10344.0,456.0,1524.0,439.9999999999999,3619.9999999999995,0.0,1676.0,1299.999999999996,120.0,0.0,0.0,0.0
